Current_Occupancy,Queue_Main_In,Queue_Entrance,Queue_Main_Out,Green_T1,Green_T2,Green_T3
3,2,12,14,11,43,37
3,7,8,2,36,10,44
8,25,12,29,35,40,14
62,4,14,14,10,58,10
13,22,20,5,43,10,38
53,5,6,23,10,60,10
14,13,15,4,35,11,40
60,30,11,28,12,58,10
16,14,16,22,24,40,26
8,13,16,15,25,28,31
11,17,17,28,26,38,24
61,29,15,0,11,60,10
3,22,6,1,60,10,18
17,26,19,27,32,35,22
12,4,8,13,16,45,29
63,30,10,18,11,60,10
33,10,2,15,33,48,11
7,21,14,14,38,27,24
43,17,13,17,11,58,12
41,15,5,24,10,59,11
21,24,3,0,59,11,12
25,12,15,15,27,33,31
42,23,14,30,11,60,10
5,8,16,12,19,32,38
28,17,0,22,37,52,10
50,22,2,18,11,59,10
6,2,10,13,10,48,34
62,4,4,18,12,60,11
41,30,17,12,12,59,12
65,4,4,22,10,60,10
23,2,10,6,10,32,51
62,2,7,23,10,58,11
7,12,14,18,23,35,29
20,2,0,3,37,54,11
40,29,13,18,10,60,11
4,25,3,1,60,10,11
24,26,4,3,60,10,10
48,26,17,22,10,60,11
32,15,15,11,31,26,30
19,2,6,30,10,58,15
51,11,12,19,10,60,10
6,20,10,2,54,11,30
53,17,9,2,11,58,10
53,21,19,17,10,60,12
18,29,6,19,47,29,12
53,4,15,29,10,60,10
1,29,20,3,52,10,32
18,9,10,7,33,22,32
65,2,1,5,10,58,11
16,9,14,11,23,27,37
29,2,5,15,11,60,21
0,8,11,24,14,49,21
5,26,5,26,40,39,10
54,21,5,24,10,60,12
33,13,9,12,32,31,24
31,27,0,29,41,48,10
18,14,20,13,26,24,38
59,5,0,4,12,60,10
11,7,6,29,17,58,10
26,16,8,5,51,16,22
40,15,10,8,11,59,12
49,23,16,19,12,59,10
25,4,15,13,11,38,43
61,12,18,27,11,59,10
59,11,16,23,10,59,10
21,26,11,21,40,30,18
26,29,14,4,55,10,26
50,19,20,4,11,58,11
29,21,19,28,25,39,24
51,1,4,13,10,60,10
3,1,9,27,10,60,19
62,22,10,30,10,60,10
45,21,13,27,12,60,10
63,7,11,30,10,60,10
17,19,13,10,42,22,25
11,12,8,21,25,47,15
39,2,5,13,10,60,10
61,14,3,11,12,60,11
16,15,19,9,33,18,39
61,23,8,3,10,60,10
52,25,3,30,11,60,10
39,16,8,23,10,58,11
40,9,14,0,12,60,10
7,15,15,24,27,39,23
18,13,12,10,31,25,31
36,11,15,26,10,60,10
59,24,19,5,10,60,10
23,20,10,14,41,27,19
17,17,4,17,42,41,10
5,18,19,30,23,40,26
45,4,12,23,12,58,10
9,3,10,12,10,42,36
30,23,2,1,58,11,11
48,6,8,26,10,60,10
0,14,13,18,26,36,25
29,19,0,12,54,32,11
54,11,5,4,11,60,10
27,20,18,1,44,10,42
36,7,1,28,10,60,11
63,25,1,8,10,60,10
16,2,9,18,11,54,29
62,10,6,23,11,58,10
26,19,19,11,33,22,34
58,4,8,15,11,60,10
5,27,20,28,34,33,22
5,30,7,5,59,10,17
23,1,14,0,10,10,59
0,15,1,17,38,46,10
40,7,12,25,10,60,10
4,12,14,27,20,43,24
38,2,12,29,10,60,10
18,17,5,28,31,50,10
12,21,3,3,60,10,10
0,18,8,11,42,28,17
32,11,7,20,25,46,18
7,2,20,1,12,10,60
5,11,10,29,20,50,19
58,30,20,13,10,60,10
47,19,4,11,12,58,12
57,18,19,19,10,60,10
12,12,9,0,49,10,40
18,5,19,5,14,13,56
3,4,8,15,11,52,27
55,20,1,29,10,58,10
64,9,8,22,10,58,12
13,26,15,30,34,39,20
14,9,13,0,37,10,53
56,27,20,16,10,59,11
36,5,4,1,10,60,12
61,8,4,0,11,60,10
60,11,2,15,10,59,10
42,20,10,14,10,59,12
8,25,0,1,60,10,10
9,16,16,19,26,32,26
25,1,15,22,10,51,36
30,6,18,14,14,34,40
2,27,18,10,44,15,29
47,0,15,0,12,60,11
36,8,1,13,11,59,11
13,9,8,12,26,37,23
32,12,20,2,31,12,51
14,5,20,2,17,10,60
53,3,0,20,12,59,10
59,16,14,3,10,60,10
4,15,18,3,37,10,46
58,27,19,3,10,58,10
52,29,13,10,10,60,10
20,20,5,13,48,28,11
22,15,20,10,29,22,38
9,9,17,25,14,43,29
23,23,11,27,31,39,18
17,11,12,30,16,52,20
6,7,18,7,20,21,50
48,10,16,14,12,59,10
28,9,8,20,20,48,18
21,10,20,7,23,15,48
15,15,4,12,45,34,11
8,7,5,9,29,40,19
55,6,20,27,10,59,10
39,22,11,6,11,58,10
61,20,14,30,10,59,10
62,25,8,30,11,58,10
26,22,20,1,47,11,39
55,11,11,8,10,60,10
26,24,17,13,39,22,30
40,15,2,18,10,60,11
12,29,13,16,45,24,18
53,17,15,6,11,60,10
57,14,11,21,10,60,11
24,0,13,26,11,59,32
52,30,20,8,10,58,10
24,30,3,21,48,37,11
8,22,7,9,51,21,18
56,0,6,0,12,59,11
50,26,4,6,11,60,12
48,18,0,15,11,59,10
26,0,11,25,10,60,27
42,14,6,28,10,59,12
9,10,13,4,32,11,41
1,16,8,23,29,44,14
27,12,14,1,38,12,47
46,5,3,23,10,60,10
44,5,7,12,10,60,11
0,7,20,27,11,44,31
31,23,2,4,60,11,10
28,14,5,16,34,40,10
21,7,5,6,37,29,27
59,18,0,5,12,59,12
25,12,5,26,23,52,12
53,28,16,18,11,59,10
60,23,14,10,10,60,10
24,28,9,4,60,10,17
29,16,4,8,53,24,12
49,0,0,28,11,58,10
11,23,5,23,42,42,10
44,19,17,18,10,58,12
64,21,20,2,11,60,10
22,25,11,18,40,28,17
32,11,1,17,32,52,11
19,25,14,7,50,11,29
13,17,16,7,38,15,35
4,9,18,12,21,26,42
27,17,5,12,47,31,11
20,23,4,23,42,42,11
57,14,3,7,12,60,10
45,0,20,23,10,60,10
36,0,8,24,12,60,10
29,27,3,21,49,35,10
24,17,12,22,30,40,23
15,24,2,11,56,27,11
44,21,2,25,11,60,10
19,29,3,1,60,10,12
64,7,7,27,10,59,10
37,17,1,7,10,59,12
39,16,14,27,11,60,10
42,6,5,24,10,60,10
40,11,13,28,11,60,10
33,8,5,4,40,23,28
33,8,10,22,19,48,22
59,26,8,12,11,60,10
16,11,11,5,34,16,38
27,24,9,6,54,13,21
48,4,4,24,12,60,11
17,19,8,28,31,45,15
13,2,14,0,10,10,60
29,24,15,18,38,27,24
51,7,8,21,10,60,12
63,11,11,4,12,60,10
28,10,10,1,40,10,42
40,25,20,23,11,59,10
17,19,18,7,39,14,38
29,0,9,27,12,59,20
47,21,16,17,12,60,10
57,19,13,3,11,59,10
22,12,18,19,20,33,34
23,14,12,26,23,47,22
64,30,4,22,10,60,10
41,29,19,18,10,59,12
45,16,6,13,12,60,10
40,17,11,23,10,60,10
38,3,17,10,10,60,10
24,15,14,14,31,31,28
61,19,10,26,12,59,10
1,18,11,20,35,38,18
37,6,20,27,10,59,12
9,29,4,22,46,35,12
4,8,11,30,13,55,19
39,2,5,0,12,58,10
19,29,3,27,42,41,10
50,1,3,14,10,60,10
32,25,19,0,50,10,37
10,25,19,30,28,34,22
56,30,0,18,10,58,10
64,5,7,17,10,60,10
63,29,18,29,10,58,10
34,22,6,6,57,13,13
10,30,18,25,38,30,22
6,15,16,21,26,36,29
46,27,6,2,11,59,11
19,4,4,26,12,60,10
3,5,1,23,14,60,10
16,25,9,26,37,37,15
30,4,5,4,26,27,35
25,5,6,9,23,40,28
14,4,0,20,13,60,12
40,15,3,23,12,60,10
54,24,17,9,12,58,11
0,19,11,21,31,39,21
62,19,19,16,10,59,10
9,29,20,23,38,30,27
64,7,14,3,12,60,10
59,8,0,21,10,60,12
41,3,13,19,11,58,10
39,15,11,24,11,60,10
2,14,13,14,31,30,27
24,30,18,27,35,33,19
21,16,15,0,48,10,42
14,10,10,0,43,10,45
55,2,12,5,10,59,11
61,2,10,10,10,60,10
19,10,15,9,28,25,41
49,23,18,21,12,60,10
62,1,10,18,10,59,12
37,7,9,9,10,60,11
49,27,9,9,12,60,12
22,22,0,5,58,17,10
14,25,1,28,42,44,10
46,22,6,29,10,60,12
42,30,4,0,10,60,11
31,4,19,9,11,25,53
18,13,20,24,19,36,33
52,25,3,27,10,60,10
14,25,15,26,36,34,20
5,10,7,12,29,39,20
8,28,12,9,53,14,24
9,21,4,22,40,41,11
26,15,19,28,20,38,26
26,21,14,13,38,23,28
52,26,10,16,11,60,11
24,4,19,25,10,46,36
14,11,6,16,30,44,17
11,1,11,22,10,57,28
24,25,6,6,59,15,13
21,14,6,11,41,32,15
58,18,6,20,12,58,10
23,10,11,9,31,25,34
6,29,7,11,54,21,13
41,4,13,27,10,60,11
47,27,5,16,11,59,11
28,29,20,23,36,26,26
16,10,13,17,22,36,31
51,14,20,29,10,60,11
21,17,18,22,28,35,29
30,3,17,16,11,38,42
43,8,5,14,12,59,12
30,16,3,8,51,28,10
43,30,3,8,10,58,10
58,28,17,1,12,60,10
65,30,9,15,10,58,10
10,11,17,18,21,37,35
2,12,7,23,25,49,14
24,9,6,30,19,59,11
35,25,17,25,35,31,20
51,1,10,0,10,58,10
0,15,15,13,31,27,29
4,5,15,24,11,49,32
38,28,0,11,10,60,11
52,17,13,12,12,59,10
6,5,8,18,16,51,23
57,4,18,7,10,60,10
3,20,8,5,53,11,21
15,10,3,0,60,10,18
8,30,9,25,43,33,12
4,24,5,11,55,22,10
31,24,20,0,50,12,41
17,14,18,20,22,34,33
20,11,9,26,20,50,19
11,21,17,28,30,37,22
52,7,15,9,11,58,11
6,23,4,24,41,40,11
42,5,18,28,11,58,10
53,14,13,19,12,58,12
13,10,16,16,23,34,36
30,25,19,24,35,32,26
25,0,8,13,12,57,36
11,5,16,21,12,45,35
42,8,14,20,12,58,10
61,18,0,18,10,60,10
23,14,19,5,31,10,46
25,10,0,1,59,10,11
31,24,20,17,35,27,30
62,28,15,10,10,58,10
21,16,14,30,22,44,22
47,20,1,23,11,60,10
53,16,8,12,10,60,10
0,22,7,12,48,27,17
55,17,16,3,10,60,12
38,4,0,3,10,60,10
16,30,17,11,48,17,25
9,19,2,14,50,34,11
44,1,19,6,11,60,12
18,11,8,11,33,35,23
29,17,1,28,31,53,12
56,20,3,0,10,60,10
41,20,2,19,10,60,10
32,10,18,29,15,46,26
7,3,14,12,11,36,43
50,20,8,12,10,60,11
57,9,10,14,10,60,12
18,0,2,4,10,60,30
0,27,3,14,56,29,10
7,22,19,0,47,10,42
55,30,20,10,11,60,12
8,25,16,23,34,30,20
60,10,9,18,10,60,12
26,2,3,17,12,59,11
25,27,9,2,60,12,19
52,17,13,18,10,60,11
37,26,12,7,10,58,10
43,9,1,25,12,60,10
57,8,0,14,10,59,10
33,2,8,11,10,48,32
58,14,0,30,10,60,12
31,9,11,29,18,51,18
26,20,15,6,42,12,33
42,6,0,20,12,60,12
50,17,15,29,10,60,10
33,27,9,29,37,39,12
22,12,4,19,32,47,10
36,21,20,10,11,60,10
33,24,14,28,31,36,19
14,18,9,16,36,35,16
15,28,11,22,43,32,18
60,21,9,20,12,60,12
61,20,0,7,10,59,10
2,27,12,8,49,14,23
62,0,6,9,11,58,10
2,22,20,12,37,20,34
27,30,19,15,42,20,25
4,21,8,11,45,24,17
13,24,6,4,60,10,16
29,14,4,7,51,25,12
42,6,14,13,10,58,12
12,29,18,4,53,10,31
57,3,17,30,10,60,10
34,5,8,24,14,58,21
51,11,14,16,12,58,10
57,6,14,10,10,60,10
14,16,12,11,37,24,29
23,25,11,6,54,13,24
64,2,17,19,10,58,12
52,1,4,12,12,60,12
8,6,6,30,10,60,14
37,30,15,26,11,60,12
25,5,18,1,16,10,60
39,21,19,22,12,60,10
26,13,14,23,24,41,23
47,11,10,24,10,60,12
59,16,16,0,11,60,10
36,8,18,17,10,60,11
12,25,2,29,39,46,11
64,8,7,19,12,58,10
62,2,18,10,10,60,12
47,1,16,30,10,59,10
24,18,8,6,51,17,21
47,30,3,22,11,60,11
54,17,5,12,11,60,11
60,4,11,4,10,60,10
63,30,10,28,10,60,11
3,20,12,28,30,40,19
17,18,19,27,23,37,28
52,15,0,22,11,60,10
29,23,17,1,49,10,36
39,12,11,8,10,60,11
50,5,9,4,12,59,12
9,28,3,4,58,10,12
57,29,18,2,10,60,10
35,29,17,22,39,30,21
52,2,8,23,12,59,11
37,9,6,11,12,58,10
13,2,8,18,12,58,25
51,1,4,13,10,60,10
50,1,8,25,10,60,11
25,8,12,19,17,41,29
55,24,7,5,12,60,11
62,26,19,26,12,60,11
39,23,2,30,10,60,11
20,8,14,8,22,25,44
21,22,19,8,41,12,35
6,20,7,17,42,32,12
59,16,5,15,12,60,10
26,1,10,23,10,59,25
3,8,16,20,17,39,33
34,21,20,6,40,12,38
37,8,2,8,10,59,10
25,15,19,11,28,21,36
13,9,18,3,28,10,55
54,3,17,14,12,60,12
17,12,19,23,18,40,30
49,29,11,4,11,59,12
6,12,16,14,25,31,36
31,28,7,24,42,37,11
4,12,12,18,27,36,27
5,30,19,24,34,31,22
38,15,17,10,10,58,10
2,20,18,23,28,32,28
51,5,6,7,12,60,10
56,20,2,27,10,59,12
34,13,14,19,26,38,29
55,10,15,30,10,59,11
40,28,11,5,10,60,10
43,8,15,7,10,60,11
25,19,20,8,36,15,38
65,9,8,17,10,60,10
63,17,0,4,10,60,12
25,28,9,8,54,15,19
19,13,10,16,29,35,23
3,7,10,17,16,46,25
46,30,12,1,10,60,10
61,22,10,7,12,60,12
21,23,1,25,42,43,10
27,24,15,4,48,12,30
20,20,18,3,45,10,38
64,4,9,26,10,60,10
10,27,7,15,50,27,13
5,14,11,9,36,25,27
22,20,1,7,58,21,10
56,29,3,28,11,60,10
8,1,3,18,10,58,14
48,2,19,19,10,60,12
38,30,6,30,10,60,10
63,15,12,2,10,60,10
37,26,13,10,10,58,10
2,13,6,27,23,50,10
14,5,16,0,20,11,60
11,3,15,30,10,55,30
58,13,18,22,10,60,11
59,28,17,21,10,59,10
62,10,8,4,10,60,11
50,7,5,25,10,59,10
18,19,15,30,26,44,21
3,26,2,30,38,46,10
41,3,14,23,10,60,11
15,12,5,6,46,25,20
45,19,7,9,12,59,10
8,19,7,5,53,12,18
28,28,17,13,43,18,25
11,25,3,18,46,36,12
37,27,14,13,12,58,10
6,6,8,13,19,44,25
33,12,0,26,29,59,12
3,25,10,7,53,16,20
47,11,18,18,10,59,12
45,16,10,0,12,60,10
32,28,18,23,37,28,21
42,26,0,3,10,58,10
51,13,10,0,10,60,10
33,7,11,10,20,32,34
65,19,2,30,12,59,10
11,22,5,10,51,22,12
62,8,20,20,10,59,11
64,1,11,10,10,60,10
28,5,19,0,19,10,58
17,30,15,13,46,22,25
29,22,2,20,47,40,10
13,25,4,30,38,47,11
31,26,13,2,55,10,26
45,21,20,13,11,60,12
50,24,15,16,12,60,10
29,29,1,28,44,43,10
6,8,8,1,42,10,43
65,14,8,5,10,60,11
8,25,14,2,52,12,32
21,28,1,16,57,30,12
29,29,3,28,44,44,10
37,17,10,26,11,60,10
40,22,10,15,10,60,10
31,23,19,27,32,37,23
3,17,3,13,48,37,12
54,23,13,22,11,60,12
4,10,12,22,21,46,23
14,13,20,30,20,44,27
15,16,20,10,29,17,41
61,11,4,11,11,59,10
19,4,16,20,10,47,37
11,30,15,22,41,31,20
64,17,11,22,10,60,12
42,29,6,26,11,59,10
43,14,12,26,10,60,10
0,14,2,13,42,40,12
4,30,15,24,40,30,21
11,25,17,28,33,35,21
7,9,20,9,23,21,46
59,11,6,29,11,60,10
6,4,6,6,21,33,31
6,7,13,2,30,10,51
28,30,2,8,60,17,10
38,5,6,21,12,60,12
21,27,11,2,58,10,23
30,9,0,10,43,46,10
9,28,4,21,48,34,12
60,8,2,26,12,60,12
46,15,8,20,11,58,12
8,15,7,13,39,33,17
18,6,10,19,17,48,23
19,22,4,1,58,11,13
23,21,15,11,39,23,27
16,9,1,20,25,60,11
25,27,3,2,60,11,12
35,20,18,13,33,22,29
16,20,16,17,33,30,28
2,7,19,6,21,14,54
64,29,17,30,10,59,10
19,29,1,9,59,21,10
11,25,20,25,30,34,27
53,5,17,13,10,60,12
47,11,13,1,12,60,10
25,18,0,22,38,47,10
61,5,9,16,10,58,10
43,30,7,21,10,60,10
5,19,7,6,52,14,19
6,12,19,19,19,34,32
44,29,0,1,12,60,12
49,16,7,26,10,58,11
62,18,18,5,11,60,10
56,13,3,20,10,60,10
16,22,19,14,35,22,33
56,4,18,15,12,60,10
31,18,18,26,28,36,27
0,22,16,23,33,31,24
57,2,8,19,10,60,10
7,14,0,3,60,13,11
23,0,1,9,11,58,10
31,16,15,8,36,16,35
55,6,10,14,12,58,10
29,23,9,28,33,44,12
3,20,0,21,42,47,10
55,29,2,0,12,60,10
1,2,17,20,10,47,39
1,2,2,27,12,59,10
36,6,10,2,10,58,10
5,22,5,25,40,42,10
12,11,7,29,23,57,14
8,9,4,29,21,60,10
23,29,4,12,59,22,10
41,10,6,6,10,60,10
9,30,15,14,43,22,21
46,8,11,26,10,59,11
17,0,15,27,11,57,30
59,27,15,23,10,60,10
4,27,1,3,60,10,10
2,6,13,19,16,45,29
57,25,18,3,10,59,10
5,5,1,5,38,41,10
35,6,11,23,14,50,25
52,6,17,26,10,60,12
0,20,11,5,49,11,29
55,29,5,0,10,59,11
38,7,1,6,12,60,10
49,8,12,16,10,60,10
33,23,17,4,49,11,35
7,13,16,6,34,16,41
51,1,1,29,11,59,10
56,26,2,24,12,60,10
48,8,10,22,10,60,10
24,11,11,30,20,49,18
18,15,10,0,54,12,38
52,27,19,22,12,60,11
34,4,2,29,10,60,10
48,6,16,16,10,59,10
40,29,6,14,10,60,10
38,0,19,10,11,60,10
41,27,14,15,10,60,12
45,11,10,28,11,58,11
43,4,13,24,10,60,10
1,14,12,26,24,44,19
9,4,3,1,44,10,33
56,10,19,19,10,60,12
22,18,1,22,38,50,10
36,5,12,23,10,60,10
5,20,14,29,29,40,22
48,19,18,19,11,60,11
55,18,20,9,11,59,11
60,25,12,28,10,58,10
47,16,8,5,10,58,10
63,13,0,6,10,59,12
44,12,9,30,12,59,12
63,11,13,10,12,58,12
12,22,9,21,40,37,16
60,7,1,24,10,59,10
13,29,5,21,47,36,11
56,22,3,28,11,60,11
47,2,18,9,11,60,10
8,20,9,3,55,10,25
29,17,11,19,30,35,20
42,26,3,0,12,59,10
52,7,13,27,10,58,11
43,14,0,2,11,60,10
51,28,14,26,10,60,11
16,21,15,6,43,12,33
11,24,19,30,28,38,22
10,24,6,20,45,34,10
33,27,20,13,38,17,31
54,8,7,16,10,60,10
11,17,3,4,60,16,10
0,26,12,13,43,22,22
22,29,17,19,38,27,23
64,17,10,6,10,60,10
54,16,14,4,10,60,11
11,15,1,27,31,57,10
12,26,9,6,59,12,19
33,26,7,11,54,21,14
51,3,10,26,11,58,10
57,0,9,2,11,60,10
56,22,5,12,11,60,12
2,6,4,25,17,59,11
24,24,9,27,35,41,14
55,8,0,2,10,58,10
15,22,6,29,34,43,10
4,10,14,14,25,32,33
16,27,19,3,50,10,36
17,10,15,13,23,32,37
0,24,13,12,42,21,22
10,20,18,9,37,18,32
47,8,9,26,10,60,10
47,26,10,21,10,60,10
44,23,15,25,12,60,10
64,2,7,6,12,59,11
21,18,12,18,33,34,24
39,6,2,23,11,60,12
39,11,5,16,10,60,10
54,17,18,23,12,59,11
23,2,9,7,10,34,46
8,20,12,0,56,12,34
22,2,1,2,37,38,20
37,16,0,15,12,59,12
15,27,8,7,59,13,17
34,29,5,1,59,10,12
1,20,14,25,29,37,23
24,8,11,20,17,46,26
42,4,14,0,10,60,11
60,18,12,22,10,60,11
1,3,7,5,20,30,44
28,25,6,8,55,16,14
24,27,20,25,33,30,25
29,29,19,25,36,30,23
8,18,19,12,32,23,34
3,23,3,6,60,14,11
47,24,10,1,10,60,10
43,22,9,20,12,60,10
56,4,16,10,10,60,10
13,28,11,8,55,14,22
31,25,14,0,56,11,33
27,20,11,27,30,42,17
23,18,15,8,37,17,32
58,20,15,15,10,58,12
23,30,8,23,44,33,10
48,17,11,21,12,58,12
8,28,3,13,58,25,10
52,24,11,25,10,58,10
52,21,17,20,12,60,12
43,10,20,27,10,60,12
36,3,5,26,10,60,11
40,21,15,17,10,60,10
39,12,3,24,11,60,10
2,3,7,2,22,15,53
41,14,19,13,10,60,10
25,7,20,23,12,42,38
53,13,11,11,10,59,12
47,4,11,17,12,60,11
45,19,1,18,10,60,10
40,10,13,20,10,59,12
65,20,3,17,10,58,12
33,2,0,8,20,60,10
45,8,15,19,11,59,10
17,28,6,17,49,29,10
12,23,8,17,43,29,17
47,21,19,2,10,60,10
55,10,17,3,10,60,12
19,9,3,8,38,35,13
58,20,20,7,10,60,12
45,27,6,21,10,60,10
27,14,15,22,26,38,24
15,12,2,21,32,54,10
30,29,20,1,50,10,34
53,19,7,16,12,58,11
53,10,2,8,11,60,10
5,22,4,12,52,30,11
18,15,18,6,32,11,40
20,10,2,5,53,28,10
29,25,13,16,41,28,22
12,14,3,29,28,54,12
63,0,14,25,10,60,11
28,28,16,21,36,29,24
35,8,1,15,29,57,10
47,25,19,15,10,59,10
45,27,20,22,11,60,11
5,15,9,27,28,45,17
15,19,13,22,33,36,23
60,16,15,15,10,59,10
41,26,14,17,10,60,11
65,30,13,4,12,58,10
11,13,13,30,21,47,22
23,18,18,21,29,33,29
50,16,10,14,10,60,10
46,13,16,7,10,60,11
28,24,17,25,33,36,23
28,15,16,5,37,13,41
65,24,9,4,10,60,10
46,13,17,8,11,60,10
40,3,19,29,10,60,10
42,4,9,30,12,59,11
50,0,2,13,12,58,10
7,11,7,8,39,26,25
19,23,8,27,35,41,13
29,25,11,0,60,11,25
7,9,20,12,19,24,42
40,5,18,12,10,60,10
7,6,18,4,21,12,57
58,5,18,10,10,60,10
24,14,9,13,36,34,23
28,29,13,27,38,33,16
47,24,11,14,11,60,12
47,20,5,8,10,60,10
2,8,1,12,33,50,12
51,1,11,10,12,60,12
52,0,19,25,11,60,11
45,23,8,2,12,60,11
7,4,20,0,13,10,60
3,7,3,10,32,44,15
25,3,15,6,10,21,58
2,6,15,30,12,52,26
25,28,6,0,59,10,14
61,26,20,7,10,60,10
54,13,9,6,10,60,11
64,6,3,30,10,58,10
62,26,12,19,10,60,12
22,14,2,4,60,19,12
27,6,12,27,11,54,23
15,8,5,18,21,53,15
58,30,10,26,11,59,11
25,3,0,6,32,60,11
28,1,18,3,10,14,60
9,13,6,22,30,47,11
15,29,13,5,57,10,22
6,23,20,8,42,13,37
19,4,10,2,21,10,58
40,17,2,4,10,60,11
54,14,3,28,10,60,10
8,23,9,24,38,38,13
30,8,5,14,27,45,16
45,13,19,8,10,59,10
49,6,14,15,11,58,11
7,28,20,5,49,10,31
17,13,2,3,59,14,11
35,0,13,8,12,35,55
55,0,7,17,10,60,10
12,8,10,21,19,46,21
40,19,12,6,10,60,12
8,1,11,22,10,59,29
35,22,15,7,46,16,29
47,6,6,15,10,60,11
17,4,19,30,10,48,33
6,29,9,24,42,36,12
8,8,20,24,12,39,34
53,17,18,24,11,60,10
34,9,5,20,25,54,12
59,14,19,28,10,60,10
25,1,3,12,10,59,16
58,29,13,17,10,59,10
36,4,13,8,11,60,12
58,8,18,18,12,58,10
27,4,1,3,47,32,10
6,23,1,30,36,48,10
47,16,20,26,12,60,10
30,30,13,10,49,18,23
59,2,13,1,10,60,10
21,25,15,23,33,31,19
62,18,6,0,10,60,10
21,1,9,15,10,52,34
8,10,3,30,19,60,10
21,23,14,7,47,14,28
6,19,13,17,33,29,23
38,13,8,5,10,60,11
21,18,8,22,31,41,15
65,12,16,26,10,59,12
4,29,17,4,51,10,30
49,20,15,20,10,60,12
26,5,17,14,11,37,44
51,23,13,12,11,58,12
22,2,7,26,11,59,17
17,13,3,10,43,36,10
64,24,12,21,10,58,10
64,26,12,22,12,60,11
56,14,4,9,11,59,10
21,26,18,23,34,32,23
50,27,0,27,10,58,10
5,16,11,22,31,42,20
13,30,7,2,59,10,16
63,7,3,2,10,60,10
50,17,3,22,10,60,10
44,20,6,13,10,60,12
64,11,9,15,10,60,10
47,25,20,20,10,59,10
38,22,0,28,10,59,11
36,4,10,11,11,60,10
6,25,11,15,45,24,21
18,1,10,26,12,59,23
34,25,6,24,41,37,10
54,21,14,17,10,60,10
29,9,10,0,40,11,46
6,28,13,9,52,16,23
4,2,6,25,10,60,16
53,20,18,22,10,59,10
38,20,15,26,10,60,12
58,1,19,27,11,58,10
27,12,20,18,22,33,38
31,23,19,13,39,21,30
27,27,16,22,35,30,21
16,20,18,1,47,10,39
4,20,14,18,35,32,23
44,21,7,12,10,58,10
4,10,10,10,28,28,29
2,26,0,22,46,39,10
45,9,4,30,12,60,11
39,19,9,1,10,60,10
30,13,0,30,28,60,10
59,8,16,26,10,60,10
50,6,8,19,11,58,10
14,29,9,13,52,22,14
5,20,19,20,28,30,28
25,26,15,12,46,19,23
61,10,11,28,10,58,11
33,7,19,2,23,11,60
16,1,17,15,10,41,44
48,8,2,9,10,60,11
50,10,17,16,11,60,10
46,15,14,19,10,58,10
20,20,3,12,53,28,10
13,2,11,19,10,53,30
23,0,2,9,11,60,18
11,16,5,19,34,44,11
26,19,11,19,33,35,20
11,24,12,28,35,37,14
46,25,1,11,10,60,11
8,13,9,19,30,42,17
44,1,2,18,10,60,12
4,22,9,8,48,16,21
46,25,5,11,10,58,11
54,1,0,21,11,60,10
5,21,5,15,46,30,10
6,26,19,10,41,16,33
47,30,4,28,11,60,11
1,0,6,4,12,36,54
51,15,18,5,11,58,11
23,18,4,21,38,45,12
64,7,12,11,12,60,10
23,5,7,7,22,32,32
48,25,1,7,10,58,11
57,25,7,18,12,58,10
1,0,8,3,10,24,60
56,5,16,4,10,60,10
41,0,13,15,10,59,11
54,30,12,22,12,60,10
63,21,0,19,10,59,11
17,22,20,14,35,22,30
49,5,8,1,10,59,10
55,2,14,15,10,60,10
18,2,7,6,11,38,43
19,17,3,29,30,55,11
34,0,17,19,11,46,42
59,17,14,20,10,58,10
9,24,1,0,58,12,11
0,27,0,5,60,14,10
12,13,15,22,24,37,29
30,3,7,22,10,60,20
40,26,14,2,10,58,10
12,24,18,28,29,36,21
49,26,3,22,10,59,10
3,6,0,0,59,11,11
45,16,1,0,12,60,10
4,21,10,16,40,28,21
2,25,12,6,50,13,24
42,27,13,22,11,58,12
40,11,4,11,12,59,11
17,6,0,18,20,60,10
65,0,16,27,10,60,10
25,29,2,30,43,44,10
59,15,17,8,10,58,11
23,20,17,22,29,34,27
22,12,5,25,24,54,11
10,29,4,2,58,10,10
10,24,18,10,43,19,33
19,24,19,10,42,18,33
5,10,2,9,40,40,10
53,12,5,25,10,59,11
65,23,16,5,10,60,10
48,20,11,23,10,58,10
29,9,13,16,21,38,29
31,10,19,0,31,10,60
29,17,8,7,46,18,23
37,27,7,16,12,60,11
37,16,5,27,11,58,12
20,17,7,26,30,48,11
36,19,10,28,12,59,10
0,0,6,2,10,24,59
5,11,16,12,25,27,37
21,26,15,3,53,12,32
33,23,2,2,58,10,10
14,2,5,2,18,22,52
9,19,1,30,35,56,10
44,2,15,13,10,59,10
39,13,9,30,10,58,10
19,23,12,11,47,22,24
2,22,13,21,33,35,20
52,24,9,16,10,59,10
36,15,1,18,10,60,10
15,25,15,4,53,10,31
2,0,5,5,10,47,45
57,16,7,15,10,60,10
45,0,20,0,12,60,11
25,2,17,25,11,53,35
62,11,8,6,10,60,10
6,4,19,5,14,14,60
65,9,4,27,11,58,12
40,4,15,23,10,60,10
1,30,0,23,50,38,11
1,3,2,16,10,60,10
34,29,6,6,60,12,14
5,14,10,0,52,10,38
35,29,9,24,40,32,15
2,27,18,0,55,12,35
41,30,2,23,10,60,10
40,11,9,29,12,60,11
61,23,9,10,10,60,10
36,7,18,29,10,60,10
